CNN,PRIMARY_ST,CROSS_ST,Type,DIRECT,DAY,DATE,DAY_OF_WEEK,DAY_OF_MONTH,Month,Year,ROADWAY_CLASS,DATA_SOURCE,VOLUME_ADT,VOLUME_AM,VOLUME_PM,85_PERCENTILE,AVG_SPEED,AUTO_APPROACH_VOL_E_AM,AUTO_APPROACH_VOL_W_AM,AUTO_APPROACH_VOL_N_AM,AUTO_APPROACH_VOL_S_AM,AUTO_DEPART_VOL_E_AM,AUTO_DEPART_VOL_W_AM,AUTO_DEPART_VOL_N_AM,AUTP_DEPART_VOL_S_AM,BIKE_APPROACH_VOL_E_AM,BIKE_APPROACH_VOL_W_AM,BIKE_APPROACH_VOL_N_AM,BIKE_APPROACH_VOL_S_AM,BIKE_DEPART_VOL_E_AM,BIKE_DEPART_VOL_W_AM,BIKE_DEPART_VOL_N_AM,BIKE_DEPART_VOL_S_AM,PED_VOL_EAST_AM,PED_VOL_WEST_AM,PED_VOL_NORTH_AM,PED_VOL_SOUTH_AM,AUTO_APPROACH_VOL_E_PM,AUTO_APPROACH_VOL_W_PM,AUTO_APPROACH_VOL_N_PM,AUTO_APPROACH_VOL_S_PM,AUTO_DEPART_VOL_E_PM,AUTO_DEPART_VOL_W_PM,AUTO_DEPART_VOL_N_PM,AUTP_DEPART_VOL_S_PM,BIKE_APPROACH_VOL_E_PM,BIKE_APPROACH_VOL_W_PM,BIKE_APPROACH_VOL_N_PM,BIKE_APPROACH_VOL_S_PM,BIKE_DEPART_VOL_E_PM,BIKE_DEPART_VOL_W_PM,BIKE_DEPART_VOL_N_PM,BIKE_DEPART_VOL_S_PM,PED_VOL_EAST_PM,PED_VOL_WEST_PM,PED_VOL_NORTH_PM,PED_VOL_SOUTH_PM,AUTO_APPROACH_VOL_E_MID,AUTO_APPROACH_VOL_W_MID,AUTO_APPROACH_VOL_N_MID,AUTO_APPROACH_VOL_S_MID,AUTO_DEPART_VOL_E_MID,AUTO_DEPART_VOL_W_MID,AUTO_DEPART_VOL_N_MID,AUTP_DEPART_VOL_S_MID,BIKE_APPROACH_VOL_E_MID,BIKE_APPROACH_VOL_W_MID,BIKE_APPROACH_VOL_N_MID,BIKE_APPROACH_VOL_S_MID,BIKE_DEPART_VOL_E_MID,BIKE_DEPART_VOL_W_MID,BIKE_DEPART_VOL_N_MID,BIKE_DEPART_VOL_S_MID,PED_VOL_EAST_MID,PED_VOL_WEST_MID,PED_VOL_NORTH_MID,PED_VOL_SOUTH_MID,AUTO_APPROACH_VOL_E_WKD_AM,AUTO_APPROACH_VOL_W_WKD_AM,AUTO_APPROACH_VOL_N_WKD_AM,AUTO_APPROACH_VOL_S_WKD_AM,AUTO_DEPART_VOL_E_WKD_AM,AUTO_DEPART_VOL_W_WKD_AM,AUTO_DEPART_VOL_N_WKD_AM,AUTP_DEPART_VOL_S_WKD_AM,BIKE_APPROACH_VOL_E_WKD_AM,BIKE_APPROACH_VOL_W_WKD_AM,BIKE_APPROACH_VOL_N_WKD_AM,BIKE_APPROACH_VOL_S_WKD_AM,BIKE_DEPART_VOL_E_WKD_AM,BIKE_DEPART_VOL_W_WKD_AM,BIKE_DEPART_VOL_N_WKD_AM,BIKE_DEPART_VOL_S_WKD_AM,PED_VOL_EAST_WKD_AM,PED_VOL_WEST_WKD_AM,PED_VOL_NORTH_WKD_AM,PED_VOL_SOUTH_WKD_AM,AUTO_APPROACH_VOL_E_WKD_PM,AUTO_APPROACH_VOL_W_WKD_PM,AUTO_APPROACH_VOL_N_WKD_PM,AUTO_APPROACH_VOL_S_WKD_PM,AUTO_DEPART_VOL_E_WKD_PM,AUTO_DEPART_VOL_W_WKD_PM,AUTO_DEPART_VOL_N_WKD_PM,AUTP_DEPART_VOL_S_WKD_PM,BIKE_APPROACH_VOL_E_WKD_PM,BIKE_APPROACH_VOL_W_WKD_PM,BIKE_APPROACH_VOL_N_WKD_PM,BIKE_APPROACH_VOL_S_WKD_PM,BIKE_DEPART_VOL_E_WKD_PM,BIKE_DEPART_VOL_W_WKD_PM,BIKE_DEPART_VOL_N_WKD_PM,BIKE_DEPART_VOL_S_WKD_PM,PED_VOL_EAST_WKD_PM,PED_VOL_WEST_WKD_PM,PED_VOL_NORTH_WKD_PM,PED_VOL_SOUTH_WKD_PM,AUTO_APPROACH_VOL_E_PM_BALLGAME,AUTO_APPROACH_VOL_W_PM_BALLGAME,AUTO_APPROACH_VOL_N_PM_BALLGAME,AUTO_APPROACH_VOL_S_PM_BALLGAME,AUTO_DEPART_VOL_E_PM_BALLGAME,AUTO_DEPART_VOL_W_PM_BALLGAME,AUTO_DEPART_VOL_N_PM_BALLGAME,AUTP_DEPART_VOL_S_PM_BALLGAME
24436000,HAYES ST,POLK ST,INTERSECTION,,4,3/12/2014,WEDNESDAY,12,3,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,1349,0,832,0,0,1314,0,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24450000,HAYES ST,VAN NESS AVE,INTERSECTION,,4,3/12/2014,WEDNESDAY,12,3,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,1334,96,1548,1890,0,1489,1669,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30745000,MARKET ST,9TH ST/LARKIN ST,INTERSECTION,,4,3/12/2014,WEDNESDAY,12,3,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,546,144,0,2585,233,413,2629,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30748000,MARKET ST,SOUTH VAN NESS AVE,INTERSECTION,,4,3/12/2014,WEDNESDAY,12,3,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,408,297,1549,1800,333,575,1771,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24388000,MISSION ST,SOUTH VAN NESS AVE,INTERSECTION,,4,3/12/2014,WEDNESDAY,12,3,2014,,AECOM,,,,,,350,1527,1423,742,261,532,1874,1375,,,,,,,,,,,,,814,973,1408,1005,224,786,1758,1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34013000,CHESTNUT ST/SANSOME ST,THE EMBARCADERO,INTERSECTION,,3,3/18/2014,TUESDAY,18,3,2014,,BAY METRICS,,,,,,1,0,1433,1056,0,234,843,1413,0,0,212,110,0,10,100,212,,,,,0,0,979,1394,0,136,1267,970,0,0,114,345,0,14,329,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24819000,LOMBARD ST,THE EMBARCADERO,INTERSECTION,,3,3/18/2014,TUESDAY,18,3,2014,,BAY METRICS,,,,,,0,178,1432,871,0,0,810,1671,0,7,169,100,0,5,95,176,,,,,0,295,1029,955,0,0,908,1371,0,19,135,274,0,2,272,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24436000,HAYES ST,POLK ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,1305,0,782,0,0,1279,0,808,11,0,77,0,0,11,0,78,169,140,112,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30742000,MARKET ST,7TH ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,167,104,0,1243,134,259,1121,0,48,578,0,50,604,53,19,0,211,468,455,794,338,153,0,1430,199,487,1235,0,566,85,0,146,130,569,98,0,254,569,660,1117,221,158,0,1103,215,282,985,0,70,103,0,26,114,70,15,0,194,574,575,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30745000,MARKET ST,9TH ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,292,97,0,2264,200,213,2240,0,40,505,0,20,505,39,21,0,255,503,373,979,540,159,0,2550,265,426,2558,0,359,103,0,49,114,371,26,0,324,360,792,1252,357,127,0,1992,240,277,1960,0,60,117,0,16,113,58,22,0,249,198,488,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30741000,MARKET ST,JONES ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,287,234,109,0,271,288,71,0,75,1075,162,0,1218,77,17,0,139,0,705,5,570,422,191,0,458,616,109,0,827,228,32,0,241,705,141,0,36,0,1237,8,394,379,144,0,413,414,90,0,158,245,23,0,257,146,23,0,365,0,1082,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30045000,MCALLISTER ST,CHARLES BRENHAM PL,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,178,15,0,1197,19,1368,0,3,78,11,0,63,10,140,0,2,76,458,0,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24333000,MCALLISTER ST,HYDE ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,438,174,1231,1389,28,426,0,1389,52,16,28,0,13,52,0,31,469,401,427,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24324000,MCALLISTER ST,LEAVENWORTH ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,1368,20,0,0,20,462,906,0,159,13,0,0,13,141,18,0,357,0,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24597000,MISSION ST,2ND ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,538,692,360,261,608,537,221,485,33,31,34,48,33,36,48,29,1736,1271,534,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24613000,MISSION ST,3RD ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,808,529,0,1753,674,694,1776,0,63,29,0,53,29,58,58,0,1187,890,763,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24632000,MISSION ST,4TH ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,664,677,641,0,574,755,0,653,52,19,25,0,19,51,0,26,1613,1126,1113,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24634000,MISSION ST,5TH ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,693,785,679,577,645,631,700,758,63,21,20,73,20,55,83,19,936,468,559,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24293000,MISSION ST,6TH ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,711,842,928,928,725,606,999,1079,46,21,15,12,44,21,15,14,290,337,325,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24315000,MISSION ST,7TH ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,619,688,0,1715,883,601,1553,0,54,14,0,194,14,50,198,0,503,498,283,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24311000,MISSION ST,8TH ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,630,633,1552,0,607,763,0,1445,39,13,63,0,13,40,62,0,236,750,374,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24313000,MISSION ST,9TH ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,773,547,0,2384,653,566,2485,0,42,26,0,67,33,28,74,0,368,250,278,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24610000,MISSION ST,NEW MONTGOMERY ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,544,747,2358,0,559,651,0,2439,15,41,61,0,38,15,0,64,267,349,177,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24933000,TURK ST,HYDE ST,INTERSECTION,,3,4/8/2014,TUESDAY,8,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,753,0,1075,0,0,724,0,1104,23,0,19,0,0,25,0,17,301,324,54,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24895000,ELLIS ST,CYRIL MAGNIN ST,INTERSECTION,,4,4/9/2014,WEDNESDAY,9,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,135,0,108,756,179,618,202,0,15,0,0,22,0,35,2,0,688,64,438,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24894000,ELLIS ST,POWELL ST,INTERSECTION,,4,4/9/2014,WEDNESDAY,9,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,70,147,354,8,420,17,32,354,8,2,5,0,4,7,3,1,1789,2188,597,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24655000,GEARY BLVD,GRANT AVE,INTERSECTION,,4,4/9/2014,WEDNESDAY,9,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,332,0,127,217,0,529,147,0,38,0,4,20,0,43,19,0,542,773,464,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30738000,MARKET ST,3RD ST,INTERSECTION,,4,4/9/2014,WEDNESDAY,9,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,359,520,0,1634,616,309,1588,0,366,66,0,30,75,374,13,0,747,819,972,2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30739000,MARKET ST,5TH ST,INTERSECTION,,4,4/9/2014,WEDNESDAY,9,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,330,291,718,710,357,302,610,718,475,130,13,46,131,477,32,24,1267,642,992,2058,                                                 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24922000,MARKET ST,6TH ST,INTERSECTION,,4,4/9/2014,WEDNESDAY,9,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,297,286,987,973,221,298,950,987,521,236,2,8,122,522,121,2,438,132,61,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24898000,MARKET ST,MASON ST,INTERSECTION,,4,4/9/2014,WEDNESDAY,9,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,288,224,160,0,297,300,75,0,485,141,23,0,144,489,16,0,168,128,742,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30735000,MARKET ST,MONTGOMERY ST,INTERSECTION,,4,4/9/2014,WEDNESDAY,9,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,308,612,714,0,489,367,0,714,337,56,46,0,54,359,0,26,751,1085,920,1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30768000,MARKET ST,O'FARRELL ST,INTERSECTION,,4,4/9/2014,WEDNESDAY,9,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,288,199,370,0,520,321,16,0,546,96,27,0,103,563,3,0,0,675,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24644000,POST ST,KEARNY ST,INTERSECTION,,4,4/9/2014,WEDNESDAY,9,4,2014,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,0,451,0,1278,481,176,1424,0,0,11,0,18,6,0,23,0,1043,809,552,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30742000,MARKET ST,7TH ST,INTERSECTION,,5,4/10/2014,THURSDAY,10,4,2014,,IDAX,,,,,,165,104,0,1267,148,245,1143,0,47,658,0,32,680,47,10,0,254,427,531,545,322,179,0,1439,245,449,1246,0,498,106,0,114,133,517,67,1,199,106,707,1106,207,147,0,1113,190,252,1025,0,81,115,0,21,123,81,13,0,220,501,585,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30745000,MARKET ST,9TH ST,INTERSECTION,,5,4/10/2014,THURSDAY,10,4,2014,,IDAX,,,,,,280,104,0,2206,215,190,2185,0,34,389,0,12,390,32,13,0,358,861,306,225,554,163,0,2574,257,470,2564,0,199,123,0,79,140,217,43,1,576,1373,61,368,324,127,0,2116,217,280,2070,0,72,130,0,24,135,73,18,0,537,667,357,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30741000,MARKET ST,JONES ST,INTERSECTION,,5,4/10/2014,THURSDAY,10,4,2014,,IDAX,,,,,,292,298,81,0,335,249,87,0,60,856,162,0,1007,62,9,0,166,0,611,9,564,479,236,0,517,655,107,0,724,248,30,0,259,610,133,0,396,0,1261,20,453,388,137,0,420,445,133,0,173,253,29,0,264,157,34,0,362,,1197,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24048000,16TH ST,BRYANT ST ,INTERSECTION,,7,4/26/2014,SATURDAY,26,4,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,568,183,415,625,497,493,160,,,,,,,,,,,,,928,523,386,455,600,814,574,304,,,,,,,,,,,,,,,,,,,,
24031000,18TH ST,FLORIDA ST,INTERSECTION,,7,4/26/2014,SATURDAY,26,4,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,156,58,60,135,112,61,74,,,,,,,,,,,,,192,79,41,55,93,192,54,28,,,,,,,,,,,,,,,,,,,,
24040000,18TH ST,HARRISON ST,INTERSECTION,,7,4/26/2014,SATURDAY,26,4,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,162,460,345,0,178,342,447,,,,,,,,,,,,,,,,,,,,
24040000,18TH ST,HARRISON ST,INTERSECTION,,7,4/26/2014,SATURDAY,26,4,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0,447,225,49,0,345,459,,,,,,,,,,,,,,,,,,,,
24004000,18TH ST,POTRERO AVE,INTERSECTION,,7,4/26/2014,SATURDAY,26,4,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,93,585,982,39,127,930,615,,,,,,,,,,,,,56,92,1143,1187,33,139,1136,1170,,,,,,,,,,,,,,,,,,,,
24012000,19TH ST,BRYANT ST ,INTERSECTION,,7,4/26/2014,SATURDAY,26,4,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,73,141,314,76,67,321,143,,,,,,,,,,,,,84,61,302,267,64,85,264,301,,,,,,,,,,,,,,,,,,,,
24030000,19TH ST,FLORIDA ST,INTERSECTION,,7,4/26/2014,SATURDAY,26,4,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,77,33,21,71,98,17,39,,,,,,,,,,,,,,,,,,,,
24035000,20TH ST,HARRISON ST,INTERSECTION,,7,4/26/2014,SATURDAY,26,4,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,144,402,212,151,265,214,355,,,,,,,,,,,,,,,,,,,,
24186000,15TH ST,POTRERO AVE,INTERSECTION,,3,4/29/2014,TUESDAY,29,4,2014,,AECOM,,,,,,51,93,585,982,39,127,930,615,,,,,,,,,,,,,56,92,1143,1187,33,139,1136,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24048000,16TH ST,BRYANT ST ,INTERSECTION,,3,4/29/2014,TUESDAY,29,4,2014,,AECOM,,,,,,609,568,183,415,625,497,493,160,,,,,,,,,,,,,928,523,386,455,600,814,574,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24031000,18TH ST,FLORIDA ST,INTERSECTION,,3,4/29/2014,TUESDAY,29,4,2014,,AECOM,,,,,,108,156,58,60,135,112,61,74,,,,,,,,,,,,,192,79,41,55,93,192,54,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24040000,18TH ST,HARRISON ST,INTERSECTION,,3,4/29/2014,TUESDAY,29,4,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,0,162,460,345,0,178,342,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24040000,18TH ST,HARRISON ST,INTERSECTION,,3,4/29/2014,TUESDAY,29,4,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,181,0,447,225,49,0,345,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24012000,19TH ST,BRYANT ST ,INTERSECTION,,3,4/29/2014,TUESDAY,29,4,2014,,AECOM,,,,,,79,73,141,314,76,67,321,143,,,,,,,,,,,,,84,61,302,267,64,85,264,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24030000,19TH ST,FLORIDA ST,INTERSECTION,,3,4/29/2014,TUESDAY,29,4,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,94,77,33,21,71,98,17,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24035000,20TH ST,HARRISON ST,INTERSECTION,,3,4/29/2014,TUESDAY,29,4,2014,,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,227,144,402,212,151,265,214,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24893000,EDDY ST,CYRIL MAGNIN ST,INTERSECTION,,4,4/30/2014,THURSDAY,30,4,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,759,0,610,0,0,746,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24897000,EDDY ST,MASON ST,INTERSECTION,,4,4/30/2014,THURSDAY,30,4,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,412,530,0,696,0,0,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24925000,EDDY ST,TALYOR ST,INTERSECTION,,4,4/30/2014,THURSDAY,30,4,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,389,0,675,376,0,688,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24326000,GOLDEN GATE AVE,JONES ST,INTERSECTION,,4,4/30/2014,THURSDAY,30,4,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,433,878,0,1104,0,0,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24922000,GOLDEN GATE AVE/MARKET ST,TALYOR ST,INTERSECTION,,4,4/30/2014,THURSDAY,30,4,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,126,1053,853,106,162,916,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24922000,MARKET ST,6TH ST,INTERSECTION,,4,4/30/2014,THURSDAY,30,4,2014,,,,,,,,303,785,1023,968,685,311,981,1102,,,,,,,,,,,,,711,842,928,928,725,606,999,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30742000,MARKET ST,CHARLES BRENHAM PL/7TH ST,INTERSECTION,,4,4/30/2014,THURSDAY,30,4,2014,,,,,,,,167,104,0,1243,134,259,1121,0,,,,,,,,,,,,,338,153,0,1430,199,487,1235,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
